name	balance	scorumpower	posting_rewards_sp	curation_rewards_sp	post_count	comment_count	
mycool	48.272500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
myildirim61	547.307786670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
myjh79	5001.669461280 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
myndos88	3.018778085 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
myo2	147.233333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mypromise88	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mysportscraze	100.304124800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mytoken93	27.023209685 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
n3tho	384.374366111 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
n4nw4ll0p	106.222000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
naddey	11.740000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nadzamscorum18	57.959555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nafeelahmad	126.575800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nagab29	2644.259999997 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nagamanikandan	144.285366668 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
najimscorum	92.525104750 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
najunhyuk	3293.469668150 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nanaadom70	159.557977780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nanaamakye	160.293705660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nando91	215.309026530 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nanicoins	69.662933333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nanmg82	1196.066666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nano1977	359.205000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
narabolu	219.060000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nashthe1	392.138193187 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
natalexunited	220.778333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
natsboy	272.998544445 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
naveentejajnv040	1217.059556098 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nazar015	506.475693330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nbcaseli	10395.406666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nbm8	1734.159999999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nburya	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
ncnkki0	881.100000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ndigwan	68.157500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ndp80	1584.680757670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nef	233.201288000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
negristefano1974	113.460400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nelsondm	1005.299473732 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nem1r	116.611111111 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nemo	279.083054250 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
neojack2159	103.337440000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
neomog51	18.550450766 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
neondevil666	38.571887420 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
neospice	277.781055556 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
neosys	249400.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
neur0x	186.331192560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nexoneofficial	98.411111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nguyendacchung	960.500000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nguyendonghieu	205.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nguyenqk5	110.980836670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nguyenthile	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nguyenthingan	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ngyaomin	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nh236	1620.200000005 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nhl	397.604007870 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nhocboxmr	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nicco22	70.477333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nick	1005.070000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nickbobbitt	1485.176109380 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nickc86	388.533873560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nickoosterwijk	109.063327500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nickysujan1	1399.077777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nicniewiem	1638.266666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nicola90	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nicoloduva	382.192222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nigel31	421.827740000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nijeesh4all	118.220444443 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nikandra	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
nikitatikh	147.460820000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nikitinmax2300	108.318000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nikmazrul	219.165000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
niko1000000	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nikolaf7	65.230500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nikolaii	868.912000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
niks3752	64.538024560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ninjunc	251.676000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nitrospawn	56.008128660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nizarkhoja	204.562380880 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
njabulo288	7.692716780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nk50	231.178030889 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
noaluna	64.313103160 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nofxdlogan1	26.680000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nogagolova	1396.001651890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nohesit	351.517333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
noin	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
nonyscorum	248.766392670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
noobnsux	51.216666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
noplanb	75382.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
norbeegh1	140.993287779 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nordcrypto2000	441.356666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
normunds	1113.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
novikovscr	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nt30	41.522666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ntozts	428.920140980 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nuodadeile	153.824666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nvonk030	212.784133330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nyancode	1286.056666660 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nyarlathotep	1479.488888888 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nyugandhar	233.633333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
nzms1	115.566111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
o2envious	109.692000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oadams234	199.437070000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oasis13	34.352670000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
obi1kenobi	50.025535220 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
obydov	1765.680858510 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
obyte	254.874675020 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oceanmardigicoin	206.531832700 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ochocinco85	124.611111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
octavdumitriu	1235.886587664 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ogdoom	705.714148240 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ogechukwu11	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ogechukwu1990	98.832896010 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ogorgee02	24.912811111 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ogtcell	98.397540000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ohflip	1251.712776520 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oiler2112	620.528733000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oknacerar	584.525393320 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
okolimark	22.770866670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
okscorum	2952.320000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
olaf	1341.081995070 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
olajaytandk217	45.002192680 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oldem28	60000.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
oldschool	1959.622840000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oleg	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
olga	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
oluokun007	90.357296480 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oluwafemidiakhoa	1738.680000002 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
omang	1739.950000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
omer2339	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oncan	142.458000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
one	1222.305000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oneironaut	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
onex	105.020177770 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
onika84	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
onyiorah1	129.858666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ootdayo	151.615137230 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
operationkilljoy	304.661253000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oplocke	59.220000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
opportunity	22.459909316 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
opus	257.768150000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oracks	1019.100599840 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
orbscura	720.955000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
orkenstein	814.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
orlando0711	1112.609600000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
orrywang	3108.897777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
orvara	365.828836670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
osama241190	1839.748349997 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oscarago	728.486293783 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ossitrader	539.466666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
otadotcom	1198.196666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ovchinnikov	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
owen96	809.175356621 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ownc	14.776233330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oysosm	927.510834300 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
oznet33	233.635962240 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
p747480	119.189251200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pablo	3263.274666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pablopablo	408.995000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pablus96	45.271988080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pach33x	505.396058400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
padox	65.504814330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pafosace123	1429.946224053 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pakemon	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pakkiyarasu89	332.546759211 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pallina81	229.086666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pamorris11	12.353655000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pandyam	77.917587420 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
panis60	285.141666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pankaj	378.435120000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pankajkabra	235.146666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
panpan95	267.930938020 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pantera888	354.524087450 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pantherkim	4444.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
panuska97	501.848441650 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paolino78bg	713.788212680 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paolo25081989	405.960000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paolopr74	407.026666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pap8	680.423006670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
papadikos83	1116.578600000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
parazen	8649.794900000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pargabo69	57.500000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paris	3050.444800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
parktam	549.780000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
particlekak	51.055644440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pasquale82	246.396266670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
passionlove87	1868.377222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pathairese	262.068274130 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pato	200.644899000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
patrice	99.918889293 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
patrick	2193.420000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paudam	367.710000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paulofab	103.399000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paulrsx	119.998888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paulyic	129.956400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pavelkast	64.277777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pavellaboda	1052.877222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pavelpawlowski	14.184955277 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
paw3l3k	133.500700000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
payaldharmawat	535.959491520 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pbu90	2162.112286323 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pdh5146	122.826488560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pdyakov	127.192904440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
peace6	622.227777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
peacelove0533603	195.976855890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
peekayem7	229.743440000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
peilertsen	147.127777779 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pendragyn	6.820000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
peppe97	743.961700572 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pepwa33	204.088333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pete	308.418982110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
petrizza25	493.649400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pevide	52.033343822 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
peyotes	1153.780000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pg211183	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ph11	260.553118960 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ph3409727758	13.014444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
phil5929	1331.293035601 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
phoenix	285.243020474 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
phuongdong	354.833777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
phuthi31	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
phyohtetpaing	9.797550000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pianoman01	87.215111150 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pierceington	44.233566403 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pierresicard01	148.367777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
piex86	8.146953720 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pieyum	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pieyummy	281.264711110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pinkson52	97.777777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pinnicatottu	265.601336000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
piphone	10.024404000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pissoglort	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pklein	402.358910511 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pl12m	72.749444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pllamothe	110.334444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ploots98	80.508278830 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pnraj1984	339.788000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
polo27	1014.015599330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pongo4627	415.989333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
poohwt	1477.587961630 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
popcorn	264.196000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
popple	9911.897041940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
porshabella	310.897679070 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
portvein777	130.993000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
potenst	116.178666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
power	45.346234669 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
powerballjl25	2050.572546720 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
poynter	174.140000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ppaccom	1014.269333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
praveenmic13	626.474478308 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
praveennegi09	411.256241940 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
prestofitness	1029.760713650 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
prima	897.110222222 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
prisca369	40.084711200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pristavneva	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
pro100vat	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
prokroustis	2708.781317636 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
prosper	79.452093610 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pscz83	150.619583330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
psimaks	167.569745203 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ptecmine	732.906800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pter123	176.777333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ptitbougne36	38.910313268 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ptlc	609.752000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pumpkinrind	2295.966666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
purejoy	1309.120523716 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
pyozzangman	555.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
qbotha	943.976782544 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
qelovt	577.032050000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
qkrrnjsdn	87.087469000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
quantum	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
quickguardshoe	101.750760000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
qullamaggie	5923.503720000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rabiekhshef	124.567777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
radleysandra21	325.217561952 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
radon	305.809528758 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
raffa78	53.458200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rafik	183.004593630 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rafiksemaan	56.300000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ragnarocknroll	110.623608667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ragnaros	102.038954440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rahman3424	49.862400000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rahmatarifish124	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rahulmu123	141.337440583 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
raja	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rajivkbv	1998.762222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
rakan2018	518.870000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
raketa14	108.643000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ramas27	222.001666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ramis60	277.638888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ramsfan000	1691.013333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
